Date,Date,Price_Close,Price_Open,Price_High,Price_Low,Var
2021-12-02,2021-12-02,4577.1,4504.73,4595.46,4504.73,0.016065335769291568
2021-12-03,2021-12-03,4538.43,4589.49,4608.03,4495.12,-0.01112541916422075
2021-12-06,2021-12-06,4591.67,4548.37,4612.6,4540.51,0.009519893940026907
2021-12-07,2021-12-07,4686.75,4631.97,4694.04,4631.97,0.011826501466978357
2021-12-08,2021-12-08,4701.21,4690.86,4705.06,4674.52,0.002206418439262814
2021-12-09,2021-12-09,4667.45,4691.0,4695.26,4665.98,-0.0050202515455127225
2021-12-10,2021-12-10,4712.02,4687.64,4713.57,4670.24,0.0052009113327815505
2021-12-13,2021-12-13,4668.97,4710.3,4710.3,4667.6,-0.008774388043224408
2021-12-14,2021-12-14,4634.09,4642.99,4660.47,4606.52,-0.0019168682250014833
2021-12-15,2021-12-15,4709.85,4636.46,4712.6,4611.22,0.015828886693727614
2021-12-16,2021-12-16,4668.67,4719.13,4731.99,4651.89,-0.010692648856886764
2021-12-17,2021-12-17,4620.64,4652.5,4666.7,4600.22,-0.006847931219774245
2021-12-20,2021-12-20,4568.02,4587.9,4587.9,4531.1,-0.004333137165151638
